channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
edit,1.0,1.0,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,2,1,1
embedding,0.0,0.0,0.0,0,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,2,1,1
semantic,0.0,0.0,0.0,0,0.466552734375,0.003662109375,0.3766377766927083,0,0.7332763671875,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=672:688|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=496:512,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,-0.4166666666666667,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
bm25,0.5,0.5,1.0,0,1.0,0.052734375,-0.5103174845377604,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=32:48,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
approximate,1.0,0.5,1.0,1,1.0,0.0,0.092742919921875,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
hybrid,1.0,0.5,1.0,1,0.67578125,0.00439453125,0.2676852544148763,1,0.837890625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
ngram,1.0,0.5,1.0,1,-0.9091796875,0.00390625,-0.9861857096354166,1,0.04541015625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
edit,1.0,0.5,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
embedding,1.0,0.5,0.5,1,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,4,2,2
semantic,1.0,0.25,0.25,1,0.466552734375,0.003662109375,0.3766377766927083,0,0.7332763671875,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=672:688|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=496:512|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,-0.4166666666666667,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.052734375,-0.5103174845377604,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=544:560|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=64:80|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.092742919921875,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
hybrid,1.0,0.25,1.0,1,0.67578125,0.00439453125,0.2676852544148763,1,0.837890625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=464:480|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=96:112|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
ngram,1.0,0.25,1.0,1,-0.9091796875,0.00390625,-0.9861857096354166,1,0.04541015625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=64:80|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
embedding,1.0,0.125,0.5,1,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=672:688|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=368:384,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,27,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.5830078125,0.029296875,0.4593098958333333,0,0.79150390625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
exact,1.0,1.0,1.0,1,1.0,0.0,-0.4166666666666667,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
bm25,0.5,0.5,1.0,0,1.0,0.052734375,-0.5103174845377604,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
approximate,1.0,1.0,1.0,1,1.0,0.0,0.092742919921875,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
hybrid,0.0,0.0,0.0,0,0.71044921875,0.0126953125,0.31728506088256836,0,0.855224609375,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=592:608,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
ngram,0.5,0.5,1.0,0,-0.9091796875,0.00390625,-0.9861857096354166,1,0.04541015625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
edit,1.0,1.0,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
embedding,0.0,0.0,0.0,0,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352,2,48,768,277886,96,2,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,2,1,1
semantic,0.0,0.0,0.0,0,0.5830078125,0.029296875,0.4593098958333333,0,0.79150390625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=528:544|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=640:656|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,-0.4166666666666667,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
bm25,0.5,0.5,1.0,0,1.0,0.052734375,-0.5103174845377604,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=32:48,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
approximate,1.0,0.5,1.0,1,1.0,0.0,0.092742919921875,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
hybrid,1.0,0.5,0.5,1,0.71044921875,0.0126953125,0.31728506088256836,0,0.855224609375,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=592:608,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
ngram,1.0,0.5,1.0,1,-0.9091796875,0.00390625,-0.9861857096354166,1,0.04541015625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
edit,1.0,0.5,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
embedding,1.0,0.5,0.5,1,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224,4,48,768,277886,144,3,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,4,2,2
semantic,0.0,0.0,0.0,0,0.5830078125,0.029296875,0.4593098958333333,0,0.79150390625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=528:544|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=496:512|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=640:656|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=512:528,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,-0.4166666666666667,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=224:240|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.052734375,-0.5103174845377604,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=544:560|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=64:80|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.092742919921875,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
hybrid,1.0,0.25,0.3333333333333333,1,0.71044921875,0.0126953125,0.31728506088256836,0,0.855224609375,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=464:480|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=592:608|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
ngram,1.0,0.25,1.0,1,-0.9091796875,0.00390625,-0.9861857096354166,1,0.04541015625,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=48:64|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=64:80|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=352:368|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=80:96|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=208:224|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.08333333333333333,1,1.0,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=336:352|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=0:16|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=128:144|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=192:208,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
embedding,1.0,0.125,0.5,1,0.404541015625,0.018310546875,0.29832712809244794,0,0.7022705078125,interaction://hotpotqa/5abd332e5542993062266bdd#chunk=256:272|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=16:32|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=288:304|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=160:176|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=656:672|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=672:688|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=448:464|interaction://hotpotqa/5abd332e5542993062266bdd#chunk=368:384,8,48,768,277886,240,5,qwen3_0_6b,hotpotqa,5abd332e5542993062266bdd,16,24,-4,8,4,4
semantic,0.0,0.0,0.0,0,0.57568359375,0.01171875,0.4295654296875,0,0.787841796875,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=320:336|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=304:320,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
exact,0.5,0.5,1.0,0,1.0,0.0,-0.2864583333333333,1,1.0,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=112:128,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
bm25,0.5,0.5,0.5,0,1.0,0.248046875,-0.22615496317545572,0,1.0,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=208:224|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
approximate,0.5,0.5,1.0,0,1.0,0.0,0.20882161458333334,1,1.0,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=208:224,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
hybrid,1.0,0.5,1.0,1,0.693359375,0.02197265625,0.3449255625406901,1,0.8466796875,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=16:32|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=240:256,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
ngram,0.5,0.5,0.5,0,-0.0999755859375,0.3399658203125,-0.9420242309570312,0,0.45001220703125,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=208:224|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
edit,0.5,0.5,1.0,0,1.0,0.0,0.201385498046875,1,1.0,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=208:224,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
embedding,0.5,0.5,0.5,0,0.61865234375,0.0341796875,0.40340423583984375,0,0.809326171875,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=208:224|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=0:16,2,48,768,273787,96,2,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,2,1,1
semantic,0.0,0.0,0.0,0,0.57568359375,0.01171875,0.4295654296875,0,0.787841796875,interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=320:336|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=304:320|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=336:352|interaction://hotpotqa/5ab870ee5542990e739ec8f6#chunk=352:368,4,48,768,273787,144,3,qwen3_0_6b,hotpotqa,5ab870ee5542990e739ec8f6,16,27,-1,4,2,2
